Original gene set ID	Original gene set description	Nominal P value	False discovery rate	qvalue	Test statistic	Adjusted test statistic	Reconstituted gene set Z score gene 1	Reconstituted gene set Z score gene 2	Reconstituted gene set Z score gene 3	Reconstituted gene set Z score gene 4	Reconstituted gene set Z score gene 5	Reconstituted gene set Z score gene 6	Reconstituted gene set Z score gene 7	Reconstituted gene set Z score gene 8	Reconstituted gene set Z score gene 9	Reconstituted gene set Z score gene 10
GO:0031572	G2/M transition DNA damage checkpoint	0.4114	>=0.20	1	-1.893	0.224	NTAN1 (2.728*,172.0)	SRBD1 (2.429*,320.0)	WDR78 (1.949,771.0)	CD163L1 (1.883,854.0)	IQCC (1.7,1120.0)	ADAMTS6 (1.587,1336.0)	WDR76 (1.403,1758.0)	SLC35E3 (1.387,1795.0)	PRIM1 (1.323,1983.0)	PHKB (1.24,2254.0)
ENSG00000137807	KIF23 PPI subnetwork	0.4115	>=0.20	1	14.275	0.224	DCBLD2 (2.62*,124.0)	SRBD1 (2.219*,335.0)	NSD1 (2.188*,358.0)	ARRDC2 (1.983,558.0)	DLG5 (1.962,586.0)	AMOTL1 (1.929,619.0)	ROR2 (1.884,678.0)	CCDC8 (1.716,941.0)	EPS15 (1.701,978.0)	TNRC6A (1.662,1049.0)
GO:0019887	protein kinase regulator activity	0.4116	>=0.20	1	-9.229	0.223	AMOTL1 (1.959,578.0)	EPS15 (1.922,621.0)	LATS2 (1.596,1160.0)	ZNF568 (1.541,1282.0)	KCNJ13 (1.44,1549.0)	WWC2 (1.424,1594.0)	CHSY1 (1.385,1711.0)	N4BP2 (1.198,2291.0)	CD163L1 (1.152,2459.0)	NTAN1 (1.151,2469.0)
GO:0031576	G2/M transition checkpoint	0.412	>=0.20	1	-2.38	0.223	SRBD1 (2.638*,213.0)	NTAN1 (2.543*,269.0)	CD163L1 (1.925,806.0)	IQCC (1.655,1225.0)	WDR76 (1.596,1344.0)	SLC35E3 (1.574,1400.0)	WDR78 (1.516,1509.0)	PRIM1 (1.437,1684.0)	PHKB (1.351,1910.0)	TNRC6A (1.268,2125.0)
GO:0021514	ventral spinal cord interneuron differentiation	0.4121	>=0.20	1	-2.648	0.222	IQCC (2.375*,406.0)	PTCH1 (2.329*,432.0)	UTS2 (2.152*,545.0)	GSDMC (2.09*,609.0)	PTPN13 (1.786,958.0)	ARMC5 (1.716,1069.0)	ADAMTS17 (1.67,1144.0)	MEI1 (1.634,1192.0)	ROR2 (1.583,1292.0)	TSEN15 (1.469,1545.0)
ENSG00000084092	NOA1 PPI subnetwork	0.4122	>=0.20	1	-5.34	0.222	MATN3 (3.614*,22.0)	TIAM2 (2.822*,119.0)	IHH (2.765*,126.0)	ADAMTS6 (2.252*,392.0)	ECE2 (2.051*,547.0)	TSEN15 (2.029*,576.0)	SUSD5 (1.979,618.0)	GMPR2 (1.948,651.0)	GRAMD2 (1.811,838.0)	SLC8A3 (1.566,1270.0)
MP:0001731	abnormal postnatal growth	0.4123	>=0.20	1	19.827	0.222	AMOTL1 (3.032*,98.0)	N4BP2 (2.893*,136.0)	IHH (2.692*,193.0)	CCDC8 (2.55*,229.0)	NPR3 (2.218*,396.0)	FBN2 (2.201*,405.0)	KLHL28 (2.098*,479.0)	SCMH1 (1.935,648.0)	PCDHB16 (1.827,776.0)	MEGF8 (1.798,819.0)
GO:0016875	ligase activity, forming carbon-oxygen bonds	0.4124	>=0.20	1	7.982	0.221	STC2 (4.149*,65.0)	TSEN15 (3.735*,93.0)	COG4 (3.041*,226.0)	ZC3HC1 (2.967*,248.0)	INPP5B (2.59*,415.0)	ARMC5 (2.203*,635.0)	ANAPC4 (1.794,1024.0)	IKBKAP (1.616,1257.0)	PHKB (1.505,1405.0)	EPS15 (1.463,1485.0)
GO:0016876	ligase activity, forming aminoacyl-tRNA and related compounds	0.4124	>=0.20	1	7.982	0.221	STC2 (4.149*,65.0)	TSEN15 (3.735*,93.0)	COG4 (3.041*,226.0)	ZC3HC1 (2.967*,248.0)	INPP5B (2.59*,415.0)	ARMC5 (2.203*,635.0)	ANAPC4 (1.794,1024.0)	IKBKAP (1.616,1257.0)	PHKB (1.505,1405.0)	EPS15 (1.463,1485.0)
GO:0004812	aminoacyl-tRNA ligase activity	0.4124	>=0.20	1	7.982	0.221	STC2 (4.149*,65.0)	TSEN15 (3.735*,93.0)	COG4 (3.041*,226.0)	ZC3HC1 (2.967*,248.0)	INPP5B (2.59*,415.0)	ARMC5 (2.203*,635.0)	ANAPC4 (1.794,1024.0)	IKBKAP (1.616,1257.0)	PHKB (1.505,1405.0)	EPS15 (1.463,1485.0)
ENSG00000113456	RAD1 PPI subnetwork	0.4126	>=0.20	1	-5.714	0.221	PRIM1 (4.57*,2.0)	WDR76 (3.441*,78.0)	DNMT1 (2.626*,288.0)	ADAMTS17 (1.538,1340.0)	ZC3HC1 (1.501,1424.0)	ARRDC2 (1.47,1505.0)	MEI1 (1.453,1546.0)	SRBD1 (1.449,1562.0)	COG4 (1.439,1579.0)	XPC (1.372,1736.0)
GO:0051213	dioxygenase activity	0.4128	>=0.20	1	8.046	0.22	STC2 (3.281*,100.0)	CECR5 (2.462*,270.0)	CHSY1 (1.994,539.0)	ZC3HC1 (1.758,805.0)	LAMB2 (1.619,1012.0)	TSPAN31 (1.517,1198.0)	GLT8D2 (1.451,1350.0)	FAM198A (1.429,1413.0)	SETD2 (1.416,1447.0)	CCDC8 (1.414,1458.0)
ENSG00000155506	LARP1 PPI subnetwork	0.4128	>=0.20	1	18.259	0.22	DLG5 (3.028*,66.0)	AMOTL1 (2.192*,456.0)	POLB (2.138*,511.0)	EPS15 (2.047*,602.0)	WWC2 (1.992,652.0)	FEZ2 (1.982,661.0)	LATS2 (1.862,832.0)	GAB1 (1.843,861.0)	TNRC6A (1.825,885.0)	NSD1 (1.804,915.0)
GO:0045682	regulation of epidermis development	0.4129	>=0.20	1	-2.542	0.22	TSPAN31 (2.461*,307.0)	AMOTL1 (2.187*,471.0)	CBLC (1.808,886.0)	ADAMTS17 (1.68,1084.0)	ARMC5 (1.596,1236.0)	PTCH1 (1.578,1268.0)	GRAMD2 (1.531,1360.0)	MMP14 (1.438,1572.0)	ARRDC2 (1.389,1695.0)	GSDMC (1.354,1797.0)
ENSG00000127586	CHTF18 PPI subnetwork	0.413	>=0.20	1	3.623	0.22	PRIM1 (6.704*,3.0)	DNMT1 (5.32*,71.0)	WDR76 (4.851*,121.0)	SRBD1 (2.491*,480.0)	COG4 (2.359*,516.0)	ANAPC4 (1.635,944.0)	TSEN15 (1.566,1004.0)	TAF2 (1.328,1304.0)	ARRDC2 (0.993,2041.0)	CD163L1 (0.967,2125.0)
ENSG00000148082	SHC3 PPI subnetwork	0.413	>=0.20	1	21.559	0.22	ADAMTS5 (3.598*,22.0)	RHOBTB3 (2.956*,107.0)	MARCH3 (2.737*,163.0)	CD163L1 (2.563*,230.0)	ZBTB7B (2.31*,372.0)	MTMR11 (2.012*,638.0)	NSD1 (1.851,816.0)	ARRDC2 (1.72,1027.0)	GAB1 (1.531,1430.0)	FAM83E (1.4,1734.0)
MP:0006270	abnormal mammary gland growth during lactation	0.413	>=0.20	1	4.699	0.22	LOXL4 (3.382*,40.0)	IHH (2.396*,278.0)	SLC8A3 (2.266*,370.0)	DCBLD2 (2.041*,536.0)	SLC35E3 (1.874,729.0)	AMOTL1 (1.731,955.0)	CRISPLD2 (1.713,995.0)	IP6K3 (1.619,1164.0)	TBX15 (1.612,1177.0)	HIST1H1A (1.494,1428.0)
REACTOME_VIRAL_MRNA_TRANSLATION	REACTOME_VIRAL_MRNA_TRANSLATION	0.4131	>=0.20	1	-13.216	0.219	MRPL23 (2.047*,381.0)	ADAMTS6 (1.507,873.0)	UTS2 (1.266,1332.0)	MEGF8 (1.23,1440.0)	HIST1H1A (1.154,1623.0)	TAF2 (1.067,1922.0)	MTMR11 (1.065,1930.0)	IFT88 (1.045,2005.0)	CHSY1 (0.985,2218.0)	DENND2A (0.981,2235.0)
ENSG00000138398	PPIG PPI subnetwork	0.4131	>=0.20	1	-1.395	0.219	GAB1 (2.668*,258.0)	THUMPD1 (2.412*,401.0)	ZC3HC1 (2.389*,413.0)	TNRC6A (2.087*,677.0)	CNOT4 (1.88,912.0)	TAF2 (1.842,974.0)	IKBKAP (1.69,1220.0)	DLG5 (1.622,1340.0)	SCMH1 (1.582,1422.0)	SETD2 (1.459,1663.0)
ENSG00000183684	ALYREF PPI subnetwork	0.4132	>=0.20	1	0.27	0.219	DNMT1 (3.386*,172.0)	THUMPD1 (2.736*,438.0)	IKBKAP (2.693*,464.0)	ANAPC4 (2.617*,511.0)	TAF2 (2.542*,553.0)	ARMC5 (1.96,1092.0)	SETD2 (1.753,1318.0)	IFT88 (1.666,1403.0)	CECR5 (1.661,1409.0)	SRBD1 (1.652,1427.0)
GO:0046849	bone remodeling	0.4132	>=0.20	1	3.031	0.219	UTS2 (2.911*,155.0)	SFRP4 (2.459*,332.0)	FAM198A (2.056*,666.0)	SLC8A3 (2.047*,677.0)	MATN3 (2.028*,700.0)	IP6K3 (1.746,1013.0)	ZFAT (1.744,1014.0)	PCDHB16 (1.303,1915.0)	DOPEY1 (1.179,2277.0)	MEI1 (1.173,2296.0)
ENSG00000129465	RIPK3 PPI subnetwork	0.4133	>=0.20	1	3.709	0.219	BAG3 (3.786*,48.0)	AAGAB (1.961,748.0)	IKBKAP (1.45,1544.0)	WWC2 (1.347,1778.0)	DCBLD2 (1.334,1805.0)	FEZ2 (1.327,1825.0)	WDR78 (1.273,1969.0)	ZNF568 (1.259,2003.0)	ELN (1.224,2089.0)	SRBD1 (1.207,2138.0)
GO:0042596	fear response	0.4138	>=0.20	1	-5.694	0.218	TIAM2 (3.747*,58.0)	MEI1 (2.48*,385.0)	SLC8A3 (2.16*,616.0)	SLC24A1 (2.054*,718.0)	ZNF568 (1.64,1275.0)	HIST1H1A (1.611,1323.0)	IQCC (1.502,1536.0)	WDR78 (1.461,1623.0)	FRZB (1.153,2383.0)	STC2 (1.068,2610.0)
ENSG00000165029	ABCA1 PPI subnetwork	0.414	>=0.20	1	8.725	0.217	CCDC8 (2.829*,73.0)	TIAM2 (2.412*,208.0)	WWC2 (2.284*,284.0)	IP6K3 (2.046*,476.0)	LOXL4 (1.954,572.0)	DCBLD2 (1.949,584.0)	PTPN13 (1.946,588.0)	COG4 (1.681,965.0)	AMOTL1 (1.645,1025.0)	PDE5A (1.601,1126.0)
MP:0004263	abnormal limb posture	0.414	>=0.20	1	4.937	0.217	STC2 (3.42*,27.0)	ADAMTS3 (2.197*,379.0)	HIST1H1A (1.88,737.0)	PAM (1.878,740.0)	UTS2 (1.868,765.0)	FBN2 (1.813,841.0)	ZFAT (1.777,899.0)	DUSP1 (1.694,1049.0)	TBX15 (1.668,1107.0)	MARCH3 (1.441,1634.0)
GO:0006672	ceramide metabolic process	0.414	>=0.20	1	-1.918	0.217	TMBIM4 (2.729*,236.0)	SLC35E3 (2.669*,266.0)	TSPAN31 (2.405*,412.0)	CECR5 (1.797,1021.0)	HHAT (1.77,1057.0)	USP35 (1.532,1477.0)	SCMH1 (1.501,1570.0)	ZNF568 (1.431,1741.0)	KLHL28 (1.13,2495.0)	MEGF8 (1.127,2505.0)
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	0.4141	>=0.20	1	-0.881	0.217	AAGAB (2.306*,428.0)	FAM198A (1.496,1451.0)	LATS2 (1.483,1475.0)	CRISPLD2 (1.475,1495.0)	CD163L1 (1.459,1536.0)	ARRDC2 (1.449,1556.0)	KLHL28 (1.411,1646.0)	PTH1R (1.41,1652.0)	STC2 (1.396,1695.0)	ZNF568 (1.241,2116.0)
GO:0001990	regulation of systemic arterial blood pressure by hormone	0.4141	>=0.20	1	4.085	0.217	DPEP1 (3.432*,75.0)	GSDMC (2.23*,562.0)	FGFR4 (2.154*,640.0)	IHH (2.081*,708.0)	FAM83E (1.82,999.0)	ADAMTS5 (1.692,1182.0)	IQCC (1.692,1183.0)	STC2 (1.493,1576.0)	MARCH3 (1.458,1652.0)	ELN (1.402,1781.0)
ENSG00000171747	LGALS4 PPI subnetwork	0.4142	>=0.20	1	3.645	0.217	FAM83E (4.913*,29.0)	FGFR4 (3.313*,108.0)	MTMR11 (3.266*,112.0)	SERPINA1 (2.312*,389.0)	DLG5 (2.096*,541.0)	HSD11B2 (1.966,645.0)	TTN (1.951,657.0)	IHH (1.825,804.0)	HHAT (1.672,1025.0)	MEI1 (1.577,1199.0)
GO:0007567	parturition	0.4145	>=0.20	1	1.584	0.216	WDR78 (2.47*,320.0)	MARCH3 (2.056*,622.0)	CD163L1 (1.91,774.0)	ZNF568 (1.904,780.0)	MTMR11 (1.718,1024.0)	ADAMTS5 (1.526,1356.0)	CYP1B1 (1.499,1407.0)	SFRP4 (1.491,1416.0)	NPR3 (1.357,1731.0)	ACSL5 (1.325,1827.0)
GO:0010460	positive regulation of heart rate	0.4146	>=0.20	1	-0.129	0.216	ADAMTS17 (2.619*,248.0)	CRIP3 (2.113*,574.0)	PAM (1.829,905.0)	KCNJ13 (1.642,1181.0)	NTAN1 (1.639,1187.0)	FAM83E (1.575,1314.0)	USP44 (1.514,1432.0)	STC2 (1.363,1760.0)	IHH (1.2,2180.0)	LATS2 (1.177,2259.0)
ENSG00000101076	HNF4A PPI subnetwork	0.4148	>=0.20	1	9.488	0.215	CNOT4 (2.534*,194.0)	FGFR4 (2.369*,283.0)	ACSL5 (2.235*,368.0)	DOPEY1 (2.171*,417.0)	ADAMTS5 (1.826,803.0)	NTAN1 (1.82,819.0)	ZBTB7B (1.701,992.0)	NSD1 (1.636,1122.0)	GAB1 (1.586,1243.0)	IKBKAP (1.513,1401.0)
GO:0015293	symporter activity	0.4149	>=0.20	1	9.711	0.215	KCNJ13 (5.041*,56.0)	DPEP1 (3.777*,132.0)	PTH1R (2.635*,334.0)	HSD11B2 (2.369*,438.0)	SLC39A8 (2.174*,536.0)	WDR78 (2.119*,569.0)	SLC24A1 (1.894,759.0)	GRAMD2 (1.812,834.0)	SLC8A3 (1.695,969.0)	SLC35E3 (1.695,971.0)
GO:0021756	striatum development	0.4151	>=0.20	1	-6.712	0.214	ZNF568 (3.081*,121.0)	TIAM2 (3.076*,124.0)	AAGAB (2.96*,145.0)	IFT88 (2.597*,239.0)	KCNJ13 (2.02*,652.0)	ADAMTS3 (1.824,899.0)	MEI1 (1.67,1166.0)	HIST1H1T (1.542,1428.0)	PHKB (1.468,1593.0)	GMPR2 (1.462,1608.0)
GO:0030219	megakaryocyte differentiation	0.4153	>=0.20	1	-2.759	0.214	HIST1H1T (5.2*,14.0)	ZFAT (2.089*,606.0)	HIST1H1A (1.74,980.0)	ADAMTS3 (1.712,1026.0)	KIAA1586 (1.582,1230.0)	KLHL28 (1.451,1487.0)	FAM83E (1.159,2241.0)	WDR78 (1.1,2416.0)	HSD11B2 (1.093,2448.0)	SNAI1 (1.073,2528.0)
ENSG00000122133	PAEP PPI subnetwork	0.4159	>=0.20	1	1.633	0.212	ADAMTS17 (2.348*,284.0)	PDE5A (2.101*,434.0)	CD163L1 (2.034*,489.0)	IKBKAP (2.02*,499.0)	USP44 (2.019*,502.0)	CNOT4 (1.862,682.0)	MARCH3 (1.821,743.0)	EMC4 (1.818,748.0)	SLC8A3 (1.773,810.0)	LOXL4 (1.483,1348.0)
MP:0001344	blepharoptosis	0.4159	>=0.20	1	1.664	0.212	ECE2 (2.911*,132.0)	MEI1 (2.825*,156.0)	TBX15 (2.376*,323.0)	ELN (2.27*,388.0)	HIST1H1A (2.015*,591.0)	SNAI1 (1.887,708.0)	TTN (1.808,801.0)	FRZB (1.722,931.0)	HHAT (1.682,996.0)	SCMH1 (1.638,1072.0)
ENSG00000156709	AIFM1 PPI subnetwork	0.4159	>=0.20	1	0.019	0.212	BAG3 (4.302*,15.0)	ARRDC2 (3.459*,41.0)	XPC (2.473*,207.0)	MCL1 (1.983,579.0)	DUSP1 (1.977,588.0)	KLHL28 (1.915,650.0)	CRISPLD2 (1.897,682.0)	CYP1B1 (1.828,778.0)	GAB1 (1.63,1115.0)	SLC39A8 (1.363,1744.0)
ENSG00000100227	POLDIP3 PPI subnetwork	0.4159	>=0.20	1	0.089	0.212	IKBKAP (3.505*,14.0)	ZNF568 (2.472*,216.0)	CNOT4 (2.089*,521.0)	ANAPC4 (1.996,608.0)	DNMT1 (1.986,623.0)	WDR76 (1.795,870.0)	KIAA1586 (1.576,1235.0)	MEGF8 (1.559,1273.0)	USP44 (1.555,1279.0)	LOXL4 (1.548,1297.0)
ENSG00000123975	CKS2 PPI subnetwork	0.4161	>=0.20	1	-6.489	0.212	WDR76 (3.228*,48.0)	KIAA1586 (2.343*,383.0)	CNOT4 (2.025*,695.0)	ADAMTS5 (1.992,726.0)	ANAPC4 (1.87,871.0)	EPS15 (1.672,1189.0)	ZC3HC1 (1.67,1191.0)	CRIP3 (1.615,1287.0)	DNMT1 (1.543,1428.0)	PRIM1 (1.49,1551.0)
MP:0002152	abnormal brain morphology	0.4162	>=0.20	1	14.368	0.212	MMP14 (2.785*,96.0)	FRZB (2.751*,105.0)	UTS2 (2.598*,155.0)	WWC2 (2.355*,259.0)	DCBLD2 (2.248*,324.0)	SLC35E3 (2.236*,333.0)	TTC28 (2.124*,420.0)	HHAT (2.102*,436.0)	MEGF8 (1.994,535.0)	ADAMTS3 (1.839,748.0)
ENSG00000119689	DLST PPI subnetwork	0.4163	>=0.20	1	11.613	0.211	NPR3 (2.367*,237.0)	AAGAB (2.077*,460.0)	FEZ2 (1.869,706.0)	DENND2A (1.824,760.0)	IP6K3 (1.776,845.0)	SCMH1 (1.775,847.0)	BAG3 (1.695,979.0)	LAMB2 (1.615,1161.0)	GMPR2 (1.427,1611.0)	MTMR11 (1.412,1658.0)
MP:0003270	intestinal obstruction	0.4165	>=0.20	1	5.849	0.211	DENND2A (3.684*,46.0)	PTPN13 (3.07*,132.0)	ADAMTS5 (2.786*,211.0)	LATS2 (2.732*,227.0)	ADAMTS3 (2.706*,235.0)	NSD1 (2.572*,278.0)	ZNF568 (2.118*,567.0)	MARCH3 (2.103*,583.0)	PDE5A (1.979,697.0)	ELN (1.844,849.0)
MP:0002665	decreased circulating corticosterone level	0.417	>=0.20	1	0.647	0.21	DLG5 (3.166*,115.0)	ADAMTS3 (1.747,865.0)	MARCH3 (1.73,885.0)	MTMR11 (1.712,917.0)	TNRC6A (1.669,992.0)	MCL1 (1.662,1006.0)	ZFAT (1.658,1014.0)	SFRP4 (1.583,1129.0)	USP35 (1.53,1231.0)	CCDC8 (1.514,1261.0)
MP:0001125	abnormal oocyte morphology	0.417	>=0.20	1	3.612	0.21	HIST1H1A (3.216*,100.0)	INPP5B (2.37*,311.0)	MEI1 (2.345*,317.0)	KLHL28 (2.004*,526.0)	PIP4K2A (1.708,877.0)	ELN (1.631,1004.0)	STC2 (1.629,1008.0)	DNMT1 (1.557,1139.0)	USP44 (1.41,1486.0)	FBN2 (1.313,1784.0)
ENSG00000136160	EDNRB PPI subnetwork	0.4172	>=0.20	1	3.869	0.209	LATS2 (3.255*,66.0)	ADAMTS17 (2.65*,190.0)	KCNJ13 (2.513*,246.0)	FAM83E (2.496*,252.0)	ACSL5 (2.011*,584.0)	SLC24A1 (1.924,697.0)	CYP1B1 (1.898,725.0)	FEZ2 (1.885,758.0)	KIAA1586 (1.667,1063.0)	WWC2 (1.652,1088.0)
ENSG00000069399	BCL3 PPI subnetwork	0.4175	>=0.20	1	2.965	0.208	DUSP1 (4.225*,23.0)	CNOT4 (2.844*,170.0)	KLHL28 (2.394*,336.0)	TIAM2 (2.287*,412.0)	MCL1 (2.218*,471.0)	KIAA0922 (1.852,842.0)	ZFAT (1.829,877.0)	BAG3 (1.672,1135.0)	ZC3HC1 (1.642,1177.0)	SETD2 (1.637,1185.0)
ENSG00000056661	PCGF2 PPI subnetwork	0.4178	>=0.20	1	-8.186	0.207	ZFAT (2.315*,401.0)	CHSY1 (2.053*,623.0)	N4BP2 (1.947,744.0)	TNRC6A (1.929,761.0)	SCMH1 (1.747,1018.0)	DLG5 (1.71,1083.0)	WDR76 (1.673,1173.0)	KIAA1586 (1.618,1272.0)	DNMT1 (1.601,1303.0)	SNAI1 (1.591,1328.0)
GO:0032452	histone demethylase activity	0.4179	>=0.20	1	10.729	0.207	SCMH1 (2.419*,301.0)	DOPEY1 (2.411*,308.0)	CECR5 (2.366*,338.0)	KIAA0922 (2.132*,500.0)	SETD2 (1.967,657.0)	INPP5B (1.89,768.0)	TNRC6A (1.829,851.0)	WDR78 (1.826,855.0)	CHSY1 (1.816,877.0)	NSD1 (1.715,1021.0)
MP:0003227	abnormal vascular branching morphogenesis	0.4179	>=0.20	1	9.255	0.207	MMP14 (3.409*,103.0)	HSD11B2 (2.652*,234.0)	ZBTB7B (2.62*,241.0)	TTC28 (2.484*,296.0)	ADAMTS6 (2.381*,343.0)	WWC2 (2.346*,364.0)	CYP1B1 (2.266*,417.0)	SNAI1 (1.783,836.0)	PTH1R (1.752,875.0)	ADAMTS5 (1.711,916.0)
ENSG00000119638	NEK9 PPI subnetwork	0.418	>=0.20	1	1.008	0.207	GMPR2 (3.726*,7.0)	XPC (2.126*,456.0)	PRIM1 (1.922,649.0)	PIP4K2A (1.861,719.0)	PHKB (1.678,1011.0)	CECR5 (1.434,1543.0)	CBLC (1.355,1757.0)	THUMPD1 (1.164,2371.0)	EPS15 (1.086,2676.0)	PTPN13 (1.081,2698.0)
GO:0008305	integrin complex	0.4181	>=0.20	1	19.061	0.207	FRZB (3.653*,70.0)	PDE5A (2.86*,232.0)	CHSY1 (2.814*,241.0)	FIBIN (2.804*,248.0)	MTMR11 (2.575*,353.0)	ELN (2.558*,357.0)	MMP14 (2.346*,463.0)	SUSD5 (2.272*,505.0)	CRISPLD2 (2.209*,543.0)	INPP5B (1.835,927.0)
GO:0051301	cell division	0.4183	>=0.20	1	0.533	0.206	IFT88 (2.549*,467.0)	WDR76 (2.496*,493.0)	PRIM1 (2.154*,661.0)	ADAMTS6 (1.902,845.0)	SRBD1 (1.868,880.0)	SLC35E3 (1.689,1087.0)	TSEN15 (1.67,1115.0)	DCBLD2 (1.602,1190.0)	DNMT1 (1.479,1377.0)	NTAN1 (1.46,1405.0)
ENSG00000135249	RINT1 PPI subnetwork	0.4183	>=0.20	1	7.975	0.206	SRBD1 (3.374*,63.0)	COG4 (3.345*,66.0)	PHKB (2.748*,171.0)	PRIM1 (2.279*,382.0)	ANAPC4 (2.182*,449.0)	WDR76 (2.178*,453.0)	ACSL5 (2.078*,533.0)	KIAA1586 (1.733,1007.0)	N4BP2 (1.672,1117.0)	IFT88 (1.642,1183.0)
GO:0042246	tissue regeneration	0.4185	>=0.20	1	2.092	0.206	FGFR4 (3.666*,33.0)	CCDC8 (2.25*,423.0)	CBLC (1.996,612.0)	SFRP4 (1.951,675.0)	TSPAN31 (1.947,683.0)	IP6K3 (1.853,794.0)	TBX15 (1.837,814.0)	GLT8D2 (1.797,868.0)	SERPINA1 (1.337,1833.0)	ZFAT (1.295,1944.0)
ENSG00000118680	MYL12B PPI subnetwork	0.4186	>=0.20	1	5.497	0.205	FEZ2 (3.06*,71.0)	EPS15 (2.895*,99.0)	BAG3 (2.35*,276.0)	KIAA1586 (1.578,1223.0)	TBX15 (1.555,1269.0)	HIST1H1A (1.545,1288.0)	PIP4K2A (1.512,1373.0)	AAGAB (1.48,1448.0)	KCNJ13 (1.449,1527.0)	INPP5B (1.4,1672.0)
GO:0005763	mitochondrial small ribosomal subunit	0.4192	>=0.20	1	-12.569	0.204	MRPL23 (3.588*,230.0)	EMC4 (3.411*,262.0)	NTAN1 (2.709*,483.0)	ZC3HC1 (2.0,832.0)	KIAA1586 (1.868,930.0)	CECR5 (1.816,978.0)	POLB (1.541,1239.0)	GMPR2 (1.324,1524.0)	TSEN15 (1.162,1842.0)	TMBIM4 (0.876,2586.0)
GO:0000314	organellar small ribosomal subunit	0.4192	>=0.20	1	-12.569	0.204	MRPL23 (3.588*,230.0)	EMC4 (3.411*,262.0)	NTAN1 (2.709*,483.0)	ZC3HC1 (2.0,832.0)	KIAA1586 (1.868,930.0)	CECR5 (1.816,978.0)	POLB (1.541,1239.0)	GMPR2 (1.324,1524.0)	TSEN15 (1.162,1842.0)	TMBIM4 (0.876,2586.0)
ENSG00000135441	BLOC1S1 PPI subnetwork	0.4195	>=0.20	1	-13.478	0.203	TSEN15 (2.208*,393.0)	CCDC8 (2.043*,538.0)	GRAMD2 (1.436,1537.0)	TSPAN31 (1.427,1570.0)	DENND2A (1.407,1613.0)	CYP1B1 (1.405,1617.0)	ZBTB7B (1.392,1648.0)	EMC4 (1.341,1783.0)	IP6K3 (1.295,1929.0)	MARCH3 (1.239,2116.0)
MP:0002893	ketoaciduria	0.4195	>=0.20	1	0.828	0.203	DPEP1 (3.183*,91.0)	TSPAN31 (2.85*,160.0)	SCMH1 (2.483*,293.0)	SLC35E3 (2.168*,498.0)	ADAMTS5 (2.073*,571.0)	ACSL5 (1.917,741.0)	PAM (1.832,843.0)	TTC28 (1.809,878.0)	GMPR2 (1.78,918.0)	CECR5 (1.549,1309.0)
GO:0060706	cell differentiation involved in embryonic placenta development	0.4198	>=0.20	1	-3.203	0.202	GRAMD2 (2.658*,224.0)	ZFAT (2.285*,455.0)	PTH1R (1.902,786.0)	CBLC (1.589,1286.0)	CHSY1 (1.477,1499.0)	MMP14 (1.339,1815.0)	ADAMTS17 (1.329,1841.0)	TSEN15 (1.282,1936.0)	HSD11B2 (1.207,2170.0)	KLHL28 (1.092,2556.0)
ENSG00000087111	PIGS PPI subnetwork	0.4199	>=0.20	1	4.128	0.202	DOPEY1 (2.769*,190.0)	SLC39A8 (2.411*,328.0)	SLC8A3 (2.016*,610.0)	TMBIM4 (1.883,759.0)	ANAPC4 (1.65,1105.0)	EMC4 (1.604,1194.0)	IHH (1.404,1627.0)	PCDHB16 (1.304,1873.0)	TAF2 (1.214,2141.0)	COG4 (1.184,2245.0)
ENSG00000139144	PIK3C2G PPI subnetwork	0.4201	>=0.20	1	-1.364	0.202	WWC2 (2.994*,67.0)	NTAN1 (2.755*,118.0)	PIP4K2A (2.063*,519.0)	EPS15 (1.994,621.0)	MRPL23 (1.856,831.0)	KLHL28 (1.77,952.0)	PTH1R (1.726,1026.0)	SLC8A3 (1.588,1292.0)	ARRDC2 (1.385,1766.0)	ZBTB7B (1.28,2087.0)
GO:0006694	steroid biosynthetic process	0.4203	>=0.20	1	1.203	0.201	CCDC8 (1.831,821.0)	GSDMC (1.828,825.0)	UTS2 (1.79,877.0)	ARRDC2 (1.699,1004.0)	IHH (1.612,1135.0)	TMBIM4 (1.602,1150.0)	GRAMD2 (1.483,1364.0)	MRPL23 (1.47,1394.0)	ACSL5 (1.38,1560.0)	ZNF568 (1.359,1613.0)
ENSG00000138071	ACTR2 PPI subnetwork	0.4206	>=0.20	1	-9.379	0.2	BAG3 (3.366*,90.0)	PIP4K2A (2.11*,591.0)	ANAPC4 (1.969,735.0)	AAGAB (1.825,925.0)	MCL1 (1.741,1028.0)	DOPEY1 (1.521,1436.0)	GMPR2 (1.391,1729.0)	ZFAT (1.239,2129.0)	ADAMTS6 (1.226,2159.0)	FEZ2 (1.209,2198.0)
ENSG00000185621	LMLN PPI subnetwork	0.4206	>=0.20	1	9.215	0.2	CNOT4 (2.602*,179.0)	N4BP2 (2.508*,212.0)	DLG5 (2.168*,404.0)	LOXL4 (1.983,590.0)	TNRC6A (1.791,799.0)	ARMC5 (1.731,900.0)	PHKB (1.637,1078.0)	AMOTL1 (1.61,1118.0)	COG4 (1.598,1157.0)	BAG3 (1.58,1194.0)
